id_estudiante,tipo_iden_est,edad,grupo_edad,genero,estrato,estrato_num,grupo_estrato,origen_geografico,departamento,lugar_expedicion
1725,C.C.,26,26-30,M,SIN INFORMACIÓN,,,BOGOTÁ D.C.,BOGOTÁ,VILLAVICENCIO
1726,C.C.,29,26-30,M,SIN INFORMACIÓN,,,SOATÁ,SOATÁ,SOATÁ
1727,C.C.,26,26-30,F,SIN INFORMACIÓN,,,SOATÁ,SOATÁ,SOATÁ
1728,C.C.,24,21-25,M,SIN INFORMACIÓN,,,TUNJA,TUNJA,TUNJA
1729,C.C.,26,26-30,F,SIN INFORMACIÓN,,,TUNJA,TUNJA,TUNJA
1730,C.C.,28,26-30,M,SIN INFORMACIÓN,,,ZIPAQUIRÁ,ZIPAQUIRÁ,BOGOTÁ D.C.
1731,C.C.,36,31+,F,SIN INFORMACIÓN,,,SANTANDER DE QUILICHAO,SANTANDER,SANTANDER DE QUILICHAO
1732,C.C.,26,26-30,M,SIN INFORMACIÓN,,,DUITAMA,DUITAMA,DUITAMA
1733,C.C.,34,31+,M,SIN INFORMACIÓN,,,VALLEDUPAR,VALLEDUPAR,VALLEDUPAR
1734,C.C.,33,31+,M,1,1.0,BAJO,DUITAMA,DUITAMA,DUITAMA
1735,C.C.,21,21-25,M,2,2.0,BAJO,CÚCUTA,CÚCUTA,CRAVO NORTE
1736,C.C.,26,26-30,F,2,2.0,BAJO,DUITAMA,DUITAMA,PAIPA
1737,C.C.,21,21-25,M,2,2.0,BAJO,BOGOTÁ D.C.,BOGOTÁ,PAIPA
1738,T.I.,18,16-20,F,2,2.0,BAJO,DUITAMA,DUITAMA,DUITAMA
1739,C.C.,28,26-30,M,1,1.0,BAJO,MONIQUIRÁ,MONIQUIRÁ,MONIQUIRÁ
1740,C.C.,21,21-25,M,2,2.0,BAJO,DUITAMA,DUITAMA,PAIPA
1741,C.C.,34,31+,M,1,1.0,BAJO,DUITAMA,DUITAMA,DUITAMA
1742,C.C.,33,31+,M,3,3.0,MEDIO,DUITAMA,DUITAMA,DUITAMA
1743,C.C.,24,21-25,M,2,2.0,BAJO,DUITAMA,DUITAMA,DUITAMA
1744,C.C.,28,26-30,F,1,1.0,BAJO,AGUSTÍN CODAZZI,AGUSTÍN,BECERRIL
1745,C.C.,22,21-25,M,2,2.0,BAJO,TUNJA,TUNJA,TUNJA
1746,C.C.,22,21-25,F,2,2.0,BAJO,SOGAMOSO,SOGAMOSO,NOBSA
1747,C.C.,19,16-20,M,2,2.0,BAJO,DUITAMA,DUITAMA,DUITAMA
1748,C.C.,22,21-25,M,2,2.0,BAJO,LÍBANO,LÍBANO,DUITAMA
1749,C.C.,27,26-30,F,1,1.0,BAJO,DUITAMA,DUITAMA,BOGOTA D.E
1750,C.C.,24,21-25,M,2,2.0,BAJO,DUITAMA,DUITAMA,DUITAMA
1751,C.C.,21,21-25,M,2,2.0,BAJO,SOGAMOSO,SOGAMOSO,SOGAMOSO
1752,C.C.,26,26-30,M,2,2.0,BAJO,SOGAMOSO,SOGAMOSO,SOGAMOSO
1753,C.C.,25,21-25,M,2,2.0,BAJO,LA JAGUA DE IBIRICO,LA,PAIPA
1754,C.C.,25,21-25,M,2,2.0,BAJO,CHITA,CHITA,DUITAMA
1755,C.C.,24,21-25,M,2,2.0,BAJO,DUITAMA,DUITAMA,DUITAMA
1756,C.C.,19,16-20,M,1,1.0,BAJO,SAN JOSÉ DEL GUAVIARE,SAN,DUITAMA
1757,C.C.,19,16-20,M,2,2.0,BAJO,TUNJA,TUNJA,DUITAMA
1758,C.C.,25,21-25,F,2,2.0,BAJO,SOGAMOSO,SOGAMOSO,SOGAMOSO
1759,C.C.,21,21-25,M,2,2.0,BAJO,PAIPA,PAIPA,PAIPA
1760,C.C.,22,21-25,F,2,2.0,BAJO,AQUITANIA,AQUITANIA,DUITAMA
1761,C.C.,25,21-25,M,3,3.0,MEDIO,DUITAMA,DUITAMA,DUITAMA
1762,C.C.,20,16-20,M,1,1.0,BAJO,MONGUÍ,MONGUÍ,MONGUÍ
1763,T.I.,19,16-20,M,1,1.0,BAJO,SARAVENA,SARAVENA,CUBARÁ
1764,C.C.,29,26-30,M,SIN INFORMACIÓN,,,BOGOTÁ D.C.,BOGOTÁ,AGUACHICA
1765,C.C.,25,21-25,M,SIN INFORMACIÓN,,,TUNJA,TUNJA,TUNJA
1766,C.C.,29,26-30,M,3,3.0,MEDIO,CALI,CALI,TUNJA
1767,C.C.,29,26-30,M,SIN INFORMACIÓN,,,PAIPA,PAIPA,TUNJA
1768,C.C.,19,16-20,M,2,2.0,BAJO,DUITAMA,DUITAMA,DUITAMA
1769,C.C.,21,21-25,M,1,1.0,BAJO,TUNJA,TUNJA,TUNJA
1770,C.C.,22,21-25,F,2,2.0,BAJO,SANTA ROSA DE VITERBO,SANTA,SANTA ROSA DE VITERBO
1771,C.C.,20,16-20,M,2,2.0,BAJO,SOGAMOSO,SOGAMOSO,SOGAMOSO
1772,T.I.,18,16-20,M,3,3.0,MEDIO,SOGAMOSO,SOGAMOSO,SOGAMOSO
1773,C.C.,21,21-25,F,2,2.0,BAJO,SOGAMOSO,SOGAMOSO,SOGAMOSO
1774,C.C.,22,21-25,M,3,3.0,MEDIO,FLORIDABLANCA,FLORIDABLANCA,DUITAMA
1775,T.I.,18,16-20,M,2,2.0,BAJO,SAMACÁ,SAMACÁ,SAMACÁ
1776,C.C.,21,21-25,M,3,3.0,MEDIO,TUNJA,TUNJA,PAIPA
1777,C.C.,24,21-25,M,2,2.0,BAJO,TUNJA,TUNJA,TUNJA
1778,T.I.,19,16-20,M,2,2.0,BAJO,TURMEQUÉ,TURMEQUÉ,TURMEQUÉ
1779,C.C.,20,16-20,M,2,2.0,BAJO,SOGAMOSO,SOGAMOSO,SOGAMOSO
1780,C.C.,22,21-25,M,2,2.0,BAJO,SOCHA,SOCHA,SOCHA
1781,C.C.,31,31+,M,2,2.0,BAJO,TUTA,TUTA,TUTA
1782,C.C.,20,16-20,F,2,2.0,BAJO,YOPAL,YOPAL,PAZ DE ARIPORO
1783,C.C.,19,16-20,M,2,2.0,BAJO,RAMIRIQUÍ,RAMIRIQUÍ,PAIPA
1784,T.I.,18,16-20,M,2,2.0,BAJO,VILLAVICENCIO,VILLAVICENCIO,CUMARAL
1785,C.C.,25,21-25,F,2,2.0,BAJO,SOGAMOSO,SOGAMOSO,TUNJA
1786,C.C.,21,21-25,F,2,2.0,BAJO,VILLAPINZÓN,VILLAPINZÓN,VILLAPINZÓN
1787,C.C.,21,21-25,F,1,1.0,BAJO,YOPAL,YOPAL,PAZ DE ARIPORO
1788,C.C.,20,16-20,M,2,2.0,BAJO,IBAGUÉ,IBAGUÉ,IBAGUÉ
1789,C.C.,24,21-25,M,2,2.0,BAJO,SANTA ROSA DE VITERBO,SANTA,TUNJA
1790,C.C.,25,21-25,M,2,2.0,BAJO,PAIPA,PAIPA,PAIPA
1791,T.I.,18,16-20,M,1,1.0,BAJO,BOGOTÁ D.C.,BOGOTÁ,BOGOTÁ D.C.
1792,T.I.,18,16-20,M,2,2.0,BAJO,ARAUCA,ARAUCA,ARAUCA
1793,C.C.,25,21-25,M,2,2.0,BAJO,SAN GIL,SAN,MOGOTES
1794,T.I.,19,16-20,M,2,2.0,BAJO,BELÉN,BELÉN,BELÉN
1795,C.C.,21,21-25,F,2,2.0,BAJO,TUNJA,TUNJA,SORACÁ
1796,C.C.,20,16-20,F,1,1.0,BAJO,VILLAVICENCIO,VILLAVICENCIO,VILLAVICENCIO
1797,T.I.,19,16-20,F,2,2.0,BAJO,TUNJA,TUNJA,TUNJA
1798,C.C.,21,21-25,F,2,2.0,BAJO,VILLAPINZÓN,VILLAPINZÓN,BOGOTÁ D.C.
1799,C.C.,20,16-20,M,1,1.0,BAJO,ARAUCA,ARAUCA,ARAUCA
1800,C.C.,26,26-30,M,2,2.0,BAJO,TUNJA,TUNJA,TUNJA
1801,T.I.,18,16-20,F,2,2.0,BAJO,TUNJA,TUNJA,TIBANÁ
1802,C.C.,22,21-25,F,2,2.0,BAJO,ACACÍAS,ACACÍAS,PORE
1803,C.C.,20,16-20,M,2,2.0,BAJO,TUNJA,TUNJA,TUNJA
1804,C.C.,24,21-25,F,1,1.0,BAJO,CHIQUINQUIRÁ,CHIQUINQUIRÁ,CHIQUINQUIRÁ
1805,T.I.,18,16-20,M,2,2.0,BAJO,PAIPA,PAIPA,PAIPA
1806,C.C.,22,21-25,M,2,2.0,BAJO,BOGOTA D.E,BOGOTA,BOGOTA D.E
1807,T.I.,18,16-20,M,2,2.0,BAJO,VILLAVICENCIO,VILLAVICENCIO,TUNJA
1808,C.C.,20,16-20,M,2,2.0,BAJO,DUITAMA,DUITAMA,DUITAMA
1809,T.I.,18,16-20,M,2,2.0,BAJO,DUITAMA,DUITAMA,DUITAMA
1810,T.I.,21,21-25,M,2,2.0,BAJO,SOGAMOSO,SOGAMOSO,NOBSA
1811,C.C.,22,21-25,M,2,2.0,BAJO,CHÍQUIZA,CHÍQUIZA,CHÍQUIZA
1812,C.C.,23,21-25,M,1,1.0,BAJO,DUITAMA,DUITAMA,DUITAMA
1813,T.I.,17,16-20,F,3,3.0,MEDIO,DUITAMA,DUITAMA,DUITAMA
1814,C.C.,23,21-25,F,1,1.0,BAJO,TUNJA,TUNJA,TUNJA
1815,T.I.,19,16-20,M,2,2.0,BAJO,TUTA,TUTA,PESCA
1816,C.C.,26,26-30,M,2,2.0,BAJO,YOPAL,YOPAL,YOPAL
1817,C.C.,19,16-20,M,2,2.0,BAJO,VILLA DE LEYVA,VILLA,VILLA DE LEYVA
1818,C.C.,19,16-20,M,2,2.0,BAJO,SOGAMOSO,SOGAMOSO,SOGAMOSO
1819,C.C.,19,16-20,M,3,3.0,MEDIO,TUNJA,TUNJA,TUNJA
1820,C.C.,27,26-30,M,2,2.0,BAJO,CAQUEZA,CAQUEZA,CAQUEZA
1821,T.I.,18,16-20,M,2,2.0,BAJO,VILLA DE LEYVA,VILLA,SUTAMARCHÁN
1822,C.C.,22,21-25,M,2,2.0,BAJO,BOGOTA D.E,BOGOTA,DUITAMA
1823,C.C.,20,16-20,M,1,1.0,BAJO,TUNJA,TUNJA,TUNJA
1824,T.I.,18,16-20,F,1,1.0,BAJO,CHAMEZA,CHAMEZA,CHAMEZA
1825,C.C.,22,21-25,M,2,2.0,BAJO,TUNJA,TUNJA,TUNJA
1826,C.C.,21,21-25,M,3,3.0,MEDIO,DUITAMA,DUITAMA,DUITAMA
1827,C.C.,21,21-25,M,2,2.0,BAJO,TUNJA,TUNJA,NUEVO COLÓN
1828,C.C.,19,16-20,M,2,2.0,BAJO,SOGAMOSO,SOGAMOSO,TUNJA
1829,C.C.,21,21-25,M,2,2.0,BAJO,TUNJA,TUNJA,TUNJA
1830,T.I.,18,16-20,F,2,2.0,BAJO,TIBASOSA,TIBASOSA,TIBASOSA
1831,C.C.,52,31+,M,SIN INFORMACION,,,SAMACÁ,SAMACÁ,SAMACÁ
1832,C.C.,39,31+,F,SIN INFORMACION,,,GARAGOA,GARAGOA,DUITAMA
1833,C.C.,45,31+,F,SIN INFORMACION,,,FLORENCIA,FLORENCIA,BOGOTÁ D.C.
1834,C.C.,58,31+,F,SIN INFORMACION,,,LA MESA,LA,BOGOTÁ D.C.
1835,C.C.,35,31+,F,SIN INFORMACION,,,SOGAMOSO,SOGAMOSO,SOGAMOSO
1836,C.C.,27,26-30,F,SIN INFORMACION,,,SOGAMOSO,SOGAMOSO,SOGAMOSO
1837,C.C.,28,26-30,M,SIN INFORMACION,,,TUNJA,TUNJA,TUNJA
1838,C.C.,38,31+,F,SIN INFORMACION,,,BUCARAMANGA,BUCARAMANGA,BUCARAMANGA
1839,C.C.,39,31+,M,SIN INFORMACION,,,SUTATENZA,SUTATENZA,PAIPA
1840,C.C.,37,31+,M,SIN INFORMACION,,,SOGAMOSO,SOGAMOSO,SOGAMOSO
1841,C.C.,26,26-30,F,2,2.0,BAJO,EL COCUY,EL,TUNJA
1842,C.C.,22,21-25,F,2,2.0,BAJO,VILLAVICENCIO,VILLAVICENCIO,BOGOTÁ D.C.
1843,C.C.,25,21-25,F,2,2.0,BAJO,DUITAMA,DUITAMA,DUITAMA
1844,T.I.,19,16-20,F,1,1.0,BAJO,AGUAZUL,AGUAZUL,AGUAZUL
1845,C.C.,33,31+,F,3,3.0,MEDIO,SOGAMOSO,SOGAMOSO,SOGAMOSO
1846,C.C.,28,26-30,M,1,1.0,BAJO,BOGOTÁ D.C.,BOGOTÁ,BOGOTÁ D.C.
1847,C.C.,20,16-20,F,1,1.0,BAJO,DUITAMA,DUITAMA,DUITAMA
1848,C.C.,27,26-30,M,2,2.0,BAJO,TUNJA,TUNJA,TUNJA
1849,C.C.,25,21-25,M,2,2.0,BAJO,CHIQUINQUIRÁ,CHIQUINQUIRÁ,CHIQUINQUIRÁ
1850,C.C.,26,26-30,F,1,1.0,BAJO,TUNJA,TUNJA,IBAGUÉ
1851,T.I.,18,16-20,M,2,2.0,BAJO,TUNJA,TUNJA,TUNJA
1852,T.I.,20,16-20,M,2,2.0,BAJO,CHOCONTÁ,CHOCONTÁ,TOCANCIPÁ
1853,C.C.,27,26-30,M,2,2.0,BAJO,SOGAMOSO,SOGAMOSO,SOGAMOSO
1854,T.I.,20,16-20,F,2,2.0,BAJO,BOGOTÁ D.C.,BOGOTÁ,CHIVOR
1855,C.C.,24,21-25,F,2,2.0,BAJO,SOGAMOSO,SOGAMOSO,BOGOTA D.E
1856,C.C.,27,26-30,M,1,1.0,BAJO,DUITAMA,DUITAMA,DUITAMA
1857,C.C.,23,21-25,F,3,3.0,MEDIO,TUNJA,TUNJA,TUNJA
1858,C.C.,24,21-25,M,1,1.0,BAJO,DUITAMA,DUITAMA,DUITAMA
1859,C.C.,23,21-25,M,2,2.0,BAJO,PAIPA,PAIPA,PAIPA
1860,C.C.,22,21-25,M,2,2.0,BAJO,TUNJA,TUNJA,TUNJA
1861,C.C.,19,16-20,F,2,2.0,BAJO,TUNJA,TUNJA,SORA
1862,C.C.,22,21-25,F,2,2.0,BAJO,VILLA DE LEYVA,VILLA,SUTAMARCHÁN
1863,C.C.,26,26-30,M,2,2.0,BAJO,TUNJA,TUNJA,TUNJA
1864,C.C.,23,21-25,M,2,2.0,BAJO,TUNJA,TUNJA,TUNJA
1865,C.C.,21,21-25,F,2,2.0,BAJO,BOGOTÁ D.C.,BOGOTÁ,TUNJA
1866,C.C.,26,26-30,F,3,3.0,MEDIO,MIRAFLORES,MIRAFLORES,TUNJA
1867,C.C.,22,21-25,M,2,2.0,BAJO,TIBANÁ,TIBANÁ,TIBANÁ
1868,C.C.,21,21-25,F,2,2.0,BAJO,GARAGOA,GARAGOA,TUNJA
1869,C.C.,28,26-30,F,SIN INFORMACION,,,DUITAMA,DUITAMA,DUITAMA
1870,C.C.,27,26-30,M,SIN INFORMACION,,,SAMACÁ,SAMACÁ,SAMACÁ
1871,C.C.,33,31+,F,SIN INFORMACION,,,SOGAMOSO,SOGAMOSO,TUNJA
1872,T.I.,20,16-20,M,3,3.0,MEDIO,SOGAMOSO,SOGAMOSO,SOGAMOSO
1873,T.I.,18,16-20,F,1,1.0,BAJO,AGUAZUL,AGUAZUL,AGUAZUL
1874,C.C.,34,31+,M,SIN INFORMACION,,,TASCO,TASCO,TASCO
1875,C.C.,38,31+,M,SIN INFORMACION,,,BARBACOAS,BARBACOAS,BARBACOAS
1876,C.C.,22,21-25,M,2,2.0,BAJO,SOGAMOSO,SOGAMOSO,DUITAMA
1877,C.C.,23,21-25,M,2,2.0,BAJO,CHÍQUIZA,CHÍQUIZA,MOTAVITA
1878,C.C.,22,21-25,M,2,2.0,BAJO,TUNJA,TUNJA,TUNJA
1879,C.C.,20,16-20,F,2,2.0,BAJO,TUNJA,TUNJA,TUNJA
1880,C.C.,25,21-25,M,2,2.0,BAJO,TUNJA,TUNJA,TUNJA
1881,C.C.,23,21-25,F,2,2.0,BAJO,GUATEQUE,GUATEQUE,SUTATENZA
1882,C.C.,26,26-30,F,2,2.0,BAJO,AGUAZUL,AGUAZUL,SOGAMOSO
1883,C.C.,42,31+,M,2,2.0,BAJO,BOGOTÁ D.C.,BOGOTÁ,BOGOTÁ D.C.
1884,C.C.,18,16-20,M,2,2.0,BAJO,CHIQUINQUIRÁ,CHIQUINQUIRÁ,CHIQUINQUIRÁ
1885,T.I.,18,16-20,M,1,1.0,BAJO,MUZO,MUZO,MUZO
1886,C.C.,29,26-30,F,2,2.0,BAJO,CHIQUINQUIRÁ,CHIQUINQUIRÁ,CHIQUINQUIRÁ
1887,C.C.,22,21-25,M,2,2.0,BAJO,CHIQUINQUIRÁ,CHIQUINQUIRÁ,COPER
1888,C.C.,24,21-25,M,2,2.0,BAJO,DUITAMA,DUITAMA,DUITAMA
1889,C.C.,23,21-25,F,2,2.0,BAJO,TURMEQUÉ,TURMEQUÉ,VENTAQUEMADA
1890,C.C.,26,26-30,M,3,3.0,MEDIO,SOGAMOSO,SOGAMOSO,SOGAMOSO
1891,C.C.,22,21-25,F,3,3.0,MEDIO,TUNJA,TUNJA,TUNJA
1892,C.C.,21,21-25,F,2,2.0,BAJO,TUNJA,TUNJA,TUNJA
1893,C.C.,28,26-30,F,2,2.0,BAJO,CHITA,CHITA,BOGOTA D.E
1894,C.C.,29,26-30,F,2,2.0,BAJO,UMBITA,UMBITA,UMBITA
1895,C.C.,20,16-20,F,2,2.0,BAJO,SOGAMOSO,SOGAMOSO,MONGUA
1896,T.I.,18,16-20,F,2,2.0,BAJO,SOGAMOSO,SOGAMOSO,PESCA
1897,C.C.,29,26-30,F,2,2.0,BAJO,PESCA,PESCA,PESCA
1898,T.I.,21,21-25,M,1,1.0,BAJO,YOPAL,YOPAL,OCAÑA
1899,C.C.,24,21-25,M,2,2.0,BAJO,BOGOTÁ D.C.,BOGOTÁ,SUBACHOQUE
1900,C.C.,46,31+,M,2,2.0,BAJO,CARTAGENA,CARTAGENA,CARTAGENA
1901,C.C.,26,26-30,M,2,2.0,BAJO,YOPAL,YOPAL,AGUAZUL
1902,T.I.,18,16-20,F,1,1.0,BAJO,TRINIDAD,TRINIDAD,TRINIDAD
1903,C.C.,25,21-25,M,2,2.0,BAJO,VÉLEZ,VÉLEZ,LA BELLEZA
1904,C.C.,37,31+,F,2,2.0,BAJO,MIRAFLORES,MIRAFLORES,MIRAFLORES
1905,C.C.,21,21-25,F,1,1.0,BAJO,ZONA BANANERA,ZONA,ZONA BANANERA
1906,C.C.,30,26-30,F,2,2.0,BAJO,ZETAQUIRA,ZETAQUIRA,TUNJA
1907,C.C.,22,21-25,F,1,1.0,BAJO,EL BANCO,EL,CHIMICHAGUA
1908,C.C.,26,26-30,F,1,1.0,BAJO,TUNJA,TUNJA,SITIONUEVO
1909,T.I.,18,16-20,M,1,1.0,BAJO,RAMIRIQUÍ,RAMIRIQUÍ,RAMIRIQUÍ
1910,C.C.,31,31+,M,1,1.0,BAJO,VILLAPINZÓN,VILLAPINZÓN,VILLAPINZÓN
1911,T.I.,18,16-20,M,2,2.0,BAJO,YOPAL,YOPAL,YOPAL
1912,C.C.,29,26-30,M,1,1.0,BAJO,OICATÁ,OICATÁ,OICATÁ
1913,C.E,32,31+,M,3,3.0,MEDIO,TUNJA,TUNJA,BOGOTÁ D.C.
1914,C.C.,21,21-25,M,2,2.0,BAJO,TUNJA,TUNJA,ARCABUCO
1915,C.C.,29,26-30,F,2,2.0,BAJO,BOGOTÁ D.C.,BOGOTÁ,BOGOTÁ D.C.
1916,C.C.,19,16-20,M,2,2.0,BAJO,TUNJA,TUNJA,TUNJA
1917,T.I.,20,16-20,M,3,3.0,MEDIO,TUNJA,TUNJA,TUNJA
1918,C.C.,19,16-20,F,2,2.0,BAJO,SORACÁ,SORACÁ,SORACÁ
1919,C.C.,33,31+,F,1,1.0,BAJO,TUNJA,TUNJA,TUNJA
1920,T.I.,18,16-20,F,2,2.0,BAJO,CÚCUTA,CÚCUTA,TUNJA
1921,C.C.,37,31+,F,2,2.0,BAJO,DUITAMA,DUITAMA,PAIPA
1922,C.C.,24,21-25,M,2,2.0,BAJO,TUNJA,TUNJA,PAIPA
1923,C.C.,21,21-25,F,1,1.0,BAJO,TUNJA,TUNJA,TUNJA
1924,T.I.,20,16-20,F,2,2.0,BAJO,TUNJA,TUNJA,TUNJA
1925,C.C.,30,26-30,F,2,2.0,BAJO,TUNJA,TUNJA,TUNJA
1926,C.C.,22,21-25,F,1,1.0,BAJO,TUNJA,TUNJA,TUNJA
1927,C.C.,33,31+,M,2,2.0,BAJO,BOGOTÁ D.C.,BOGOTÁ,BOGOTÁ D.C.
1928,C.C.,28,26-30,F,1,1.0,BAJO,CHIQUINQUIRÁ,CHIQUINQUIRÁ,SIMIJACA
1929,C.C.,41,31+,M,2,2.0,BAJO,TUNJA,TUNJA,TUNJA
1930,C.C.,22,21-25,M,2,2.0,BAJO,SOGAMOSO,SOGAMOSO,PAYA
1931,C.C.,22,21-25,F,2,2.0,BAJO,SOGAMOSO,SOGAMOSO,TUNJA
1932,T.I.,19,16-20,F,2,2.0,BAJO,DUITAMA,DUITAMA,DUITAMA
1933,C.C.,28,26-30,F,2,2.0,BAJO,SOGAMOSO,SOGAMOSO,SOGAMOSO
1934,C.C.,24,21-25,F,2,2.0,BAJO,SOGAMOSO,SOGAMOSO,SOGAMOSO
1935,C.C.,21,21-25,F,1,1.0,BAJO,DUITAMA,DUITAMA,DUITAMA
1936,T.I.,19,16-20,F,1,1.0,BAJO,CHIQUINQUIRÁ,CHIQUINQUIRÁ,CHIQUINQUIRÁ
1937,C.C.,30,26-30,F,2,2.0,BAJO,BOGOTÁ D.C.,BOGOTÁ,DUITAMA
1938,C.C.,27,26-30,F,1,1.0,BAJO,CIÉNAGA,CIÉNAGA,ZONA BANANERA
1939,C.C.,23,21-25,F,2,2.0,BAJO,MELGAR,MELGAR,ALMEIDA
1940,C.C.,22,21-25,F,1,1.0,BAJO,FUNDACIÓN,FUNDACIÓN,FUNDACIÓN
1941,C.C.,21,21-25,F,1,1.0,BAJO,PIVIJAY,PIVIJAY,CHIVOLO
1942,C.C.,26,26-30,M,2,2.0,BAJO,SANTA MARTA,SANTA,SANTA MARTA
1943,C.C.,25,21-25,F,1,1.0,BAJO,EL RETÉN,EL,EL RETÉN
1944,C.C.,24,21-25,M,2,2.0,BAJO,SANTA MARTA,SANTA,SANTA MARTA
1945,C.C.,28,26-30,F,1,1.0,BAJO,PEDRAZA,PEDRAZA,PEDRAZA
1946,C.C.,28,26-30,M,2,2.0,BAJO,CÚCUTA,CÚCUTA,LOS PATIOS
1947,C.C.,23,21-25,F,2,2.0,BAJO,PIVIJAY,PIVIJAY,PIVIJAY
1948,C.C.,24,21-25,F,1,1.0,BAJO,BARRANQUILLA,BARRANQUILLA,PIVIJAY
1949,C.C.,28,26-30,F,1,1.0,BAJO,YOPAL,YOPAL,YOPAL
1950,C.C.,26,26-30,F,1,1.0,BAJO,YOPAL,YOPAL,YOPAL
1951,C.C.,24,21-25,F,1,1.0,BAJO,IBAGUÉ,IBAGUÉ,YOPAL
1952,C.C.,27,26-30,F,2,2.0,BAJO,BOGOTÁ D.C.,BOGOTÁ,PAZ DE ARIPORO
1953,C.C.,25,21-25,F,2,2.0,BAJO,MUZO,MUZO,CHIQUINQUIRÁ
1954,T.I.,18,16-20,F,2,2.0,BAJO,BOGOTÁ D.C.,BOGOTÁ,GUATEQUE
1955,C.C.,30,26-30,M,2,2.0,BAJO,GARAGOA,GARAGOA,GARAGOA
1956,C.C.,25,21-25,F,2,2.0,BAJO,GARAGOA,GARAGOA,GARAGOA
1957,C.C.,25,21-25,M,1,1.0,BAJO,FUNDACIÓN,FUNDACIÓN,FUNDACIÓN
1958,T.I.,19,16-20,M,2,2.0,BAJO,SANTA ROSA DE VITERBO,SANTA,SANTA ROSA DE VITERBO
1959,T.I.,18,16-20,F,2,2.0,BAJO,SANTA ROSA DE VITERBO,SANTA,SANTA ROSA DE VITERBO
1960,C.C.,24,21-25,F,2,2.0,BAJO,CHIQUINQUIRÁ,CHIQUINQUIRÁ,CHIQUINQUIRÁ
1961,C.C.,25,21-25,F,2,2.0,BAJO,CHIQUINQUIRÁ,CHIQUINQUIRÁ,SIMIJACA
1962,C.C.,26,26-30,M,2,2.0,BAJO,BOGOTÁ D.C.,BOGOTÁ,QUÍPAMA
1963,C.C.,26,26-30,M,1,1.0,BAJO,CHIQUINQUIRÁ,CHIQUINQUIRÁ,CHIQUINQUIRÁ
1964,C.C.,26,26-30,F,2,2.0,BAJO,PUERTO LÓPEZ,PUERTO,PUERTO LÓPEZ
1965,C.C.,30,26-30,F,3,3.0,MEDIO,SOGAMOSO,SOGAMOSO,SOGAMOSO
1966,C.C.,25,21-25,F,2,2.0,BAJO,SOGAMOSO,SOGAMOSO,SOGAMOSO
1967,T.I.,19,16-20,M,3,3.0,MEDIO,BOGOTA D.E,BOGOTA,SOGAMOSO
1968,C.C.,32,31+,F,2,2.0,BAJO,SOGAMOSO,SOGAMOSO,SOGAMOSO
1969,C.C.,27,26-30,F,2,2.0,BAJO,SOGAMOSO,SOGAMOSO,SOGAMOSO
1970,C.C.,26,26-30,F,2,2.0,BAJO,BOGOTÁ D.C.,BOGOTÁ,CHIQUINQUIRÁ
1971,C.C.,28,26-30,F,1,1.0,BAJO,GAMEZA,GAMEZA,GAMEZA
1972,C.C.,28,26-30,M,1,1.0,BAJO,BOSCONIA,BOSCONIA,FUNDACIÓN
1973,C.C.,23,21-25,M,1,1.0,BAJO,GARAGOA,GARAGOA,SANTA MARÍA
1974,C.C.,31,31+,M,1,1.0,BAJO,LA DORADA,LA,MANIZALES
1975,C.C.,20,16-20,M,2,2.0,BAJO,MONGUÍ,MONGUÍ,MONGUÍ
1976,C.C.,33,31+,M,3,3.0,MEDIO,DUITAMA,DUITAMA,DUITAMA
1977,C.C.,30,26-30,M,3,3.0,MEDIO,ARAUCA,ARAUCA,ALTOS DEL ROSARIO
1978,C.C.,29,26-30,F,2,2.0,BAJO,AGUAZUL,AGUAZUL,AGUAZUL
1979,C.C.,24,21-25,F,1,1.0,BAJO,YOPAL,YOPAL,YOPAL
1980,C.C.,27,26-30,F,2,2.0,BAJO,BARRANQUILLA,BARRANQUILLA,AGUAZUL
1981,C.C.,24,21-25,M,2,2.0,BAJO,SOCHA,SOCHA,SOCHA
1982,C.C.,23,21-25,F,3,3.0,MEDIO,BOGOTA D.E,BOGOTA,SAMACÁ
1983,C.C.,18,16-20,M,1,1.0,BAJO,TUNJA,TUNJA,TUNJA
1984,C.C.,21,21-25,M,2,2.0,BAJO,TUNJA,TUNJA,TUNJA
1985,C.C.,25,21-25,M,2,2.0,BAJO,TUNJA,TUNJA,TUNJA
1986,C.C.,23,21-25,M,2,2.0,BAJO,DUITAMA,DUITAMA,DUITAMA
1987,C.C.,23,21-25,M,2,2.0,BAJO,SOGAMOSO,SOGAMOSO,DUITAMA
1988,C.C.,18,16-20,M,2,2.0,BAJO,TUNJA,TUNJA,TUNJA
1989,C.C.,19,16-20,M,2,2.0,BAJO,TUNJA,TUNJA,TUNJA
1990,C.C.,20,16-20,F,2,2.0,BAJO,TUNJA,TUNJA,CIÉNEGA
1991,C.C.,22,21-25,F,1,1.0,BAJO,TUNJA,TUNJA,CÓMBITA
1992,C.C.,24,21-25,M,2,2.0,BAJO,TUNJA,TUNJA,TUNJA
1993,C.C.,19,16-20,M,3,3.0,MEDIO,TUNJA,TUNJA,TUNJA
1994,C.C.,23,21-25,M,2,2.0,BAJO,TUNJA,TUNJA,TUNJA
1995,C.C.,20,16-20,M,2,2.0,BAJO,TUNJA,TUNJA,TUNJA
